Open,High,Low,Close,Volume,Dividends,Stock Splits
22.27210537237666,22.66442098277593,22.190372563812566,22.57451629638672,52899300,0.0,0.0
22.58269671940724,22.599043599090383,22.198554400398947,22.272113800048828,48294400,0.0,0.0
22.288449308091373,22.34566179886811,21.847093135373466,21.855266571044922,52521100,0.0,0.0
21.879795207320946,21.969699916085233,21.773542062066728,21.814409255981445,37110400,0.0,0.0
21.86343965299616,21.896133395153043,21.62641469912903,21.699974060058594,44703100,0.0,0.0
21.83892183684615,21.863442146260063,21.7081499711525,21.82257652282715,49047900,0.0,0.0
21.7817150982375,22.05143233739301,21.48747910211041,21.626422882080078,71431300,0.0,0.0
21.650942341024127,22.01056583197213,21.479304813320464,21.9288330078125,55512100,0.0,0.0
21.986042470989446,22.133161222309415,21.87161746837336,21.977869033813477,48324400,0.0,0.0
21.928835138509776,22.30480554260535,21.928835138509776,22.239418029785156,48244500,0.0,0.0
22.190372367478528,22.255758301966555,22.07594737185539,22.100467681884766,41077400,0.0,0.0
22.223074719923655,22.451924799790618,22.116821560907496,22.272113800048828,51685900,0.0,0.0
22.149515320273775,22.304807559415107,22.100476240148605,22.272113800048828,52167700,0.0,0.0
22.31297473566357,22.435574748512778,22.067777827812993,22.19037628173828,58650600,0.0,0.0
22.23124018876308,22.59086205930439,22.23124018876308,22.566343307495117,50387700,0.0,0.0
22.639903345334677,22.94231272529959,22.451917408711264,22.58268928527832,101739300,0.0,0.0
22.541824746297596,23.073085715354946,22.386532550783542,22.78702163696289,81847700,0.0,0.0
22.893277243710042,23.07308821239604,22.68894595973433,22.81154441833496,56056500,0.0,0.0
22.737984009260128,22.991354353501663,22.558173048657086,22.89327621459961,49242600,0.0,0.0
22.893278388555526,23.040397169802983,22.688947094361623,22.76250648498535,43580500,0.0,0.0
22.713462292731272,22.860579481903965,22.394704485547834,22.435571670532227,50530000,0.0,0.0
22.615383792488906,22.925966620022873,22.517304102311776,22.82788848876953,55565900,0.0,0.0
22.778850622147797,22.901449072129555,22.41105371327866,22.427400588989258,50540000,0.0,0.0
22.57452587541312,22.607218077356812,22.362021106543992,22.4764461517334,35410400,0.0,0.0
22.37835907658002,22.509132518167608,22.272107506512125,22.345666885375977,41889600,0.0,0.0
22.35384145873333,22.3865336515985,22.14951018682338,22.296628952026367,38028300,0.0,0.0
22.353837506177964,22.648073425633914,22.32114376016974,22.517301559448242,33318500,0.0,0.0
22.599030914647315,22.819708989734192,22.47643250368462,22.77066993713379,32247700,0.0,0.0
22.78702163696289,22.885101328583296,22.680770066720946,22.78702163696289,35990900,0.0,0.0
22.82788557279889,22.975004309810153,22.78701839089377,22.909618377685547,41715600,0.0,0.0
22.819717388401187,22.934142406223398,22.778851756014387,22.917797088623047,32663200,0.0,0.0
22.91779652878708,23.015874667689133,22.787023078711155,22.89327621459961,49650900,0.0,0.0
22.97568417440884,23.148744311052898,22.909756877551754,23.115779876708984,38781400,0.23,0.0
23.18170791631264,23.239395678262813,22.934480938135057,22.967445373535156,44110200,0.0,0.0
22.860310324132396,22.860310324132396,22.44002324432658,22.654287338256836,49078500,0.0,0.0
22.810867515900846,22.876794815063477,22.646048482078875,22.876794815063477,31425900,0.0,0.0
23.049854837327675,23.115782140641603,22.555400848388672,22.555400848388672,48011800,0.0,0.0
22.56364038595088,22.74494164893735,22.530677520209363,22.555400848388672,49923300,0.0,0.0
22.596603873908133,23.074577195805148,22.522435464318008,22.917999267578125,36394700,0.0,0.0
22.975679174600288,23.049847563903338,22.86030682316461,22.909751892089844,35840200,0.0,0.0
22.843828625786838,23.05809272457347,22.679011176449126,23.033370971679688,34849700,0.0,0.0
22.95096181797211,23.19818878173828,22.827348336089027,23.19818878173828,38157500,0.0,0.0
23.313565322602283,23.519588339287715,23.206432473700566,23.36301040649414,41432200,0.0,0.0
23.247636659159156,23.264118877882893,22.893278387584154,23.148746490478516,51448500,0.0,0.0
23.165227280914078,23.30532298776624,23.08281776420737,23.18994903564453,29196700,0.0,0.0
23.280598419053216,23.346525714534828,23.041610990538175,23.074575424194336,37667800,0.0,0.0
23.02513156365454,23.04985331837382,22.80262634019624,22.967445373535156,36627500,0.0,0.0
22.94272769034452,23.03337833816188,22.77790861646407,23.00041389465332,39255200,0.0,0.0
22.96744394883777,23.091057430258672,22.86855222060263,23.008647918701172,29093400,0.0,0.0
23.074576655353617,23.206431253352033,23.01689046520816,23.18994903564453,55914800,0.0,0.0
23.099297115435522,23.206428373578362,23.058091576280123,23.1075382232666,92710300,0.0,0.0
22.975681200115126,23.305319213558334,22.91799501931173,23.156982421875,44809400,0.0,0.0
23.17346675690911,23.25587469597836,23.09929835428224,23.222911834716797,51901600,0.0,0.0
23.354763846197017,23.478377312990673,23.222909272039715,23.338281631469727,35447800,0.0,0.0
23.165225982666016,23.371248976971245,23.115779332314652,23.165225982666016,34233200,0.0,0.0
23.231150706371665,23.354764174905128,23.156982310885482,23.280595779418945,28720900,0.0,0.0
23.321804728235133,23.363010274437833,23.04161330138022,23.206432342529297,44154000,0.0,0.0
23.272359644622757,23.354769165197293,23.16522836815746,23.206432342529297,27824300,0.0,0.0
23.189951334613685,23.445421018913912,23.14050624842017,23.379493713378906,36047400,0.0,0.0
23.33828687080404,23.61847829674758,23.288841787352492,23.577274322509766,55453800,0.0,0.0
23.60199607832011,23.61847829674758,23.37125130765898,23.577274322509766,29201100,0.0,0.0
23.560791902609985,23.775056024842296,23.503105710437985,23.733850479125977,28456500,0.0,0.0
23.692643968594197,23.857462990151472,23.51958541060667,23.53606605529785,35062800,0.0,0.0
