Date,Close
2013-01-02,121.02129364013672
2013-01-03,120.35559844970703
2013-01-04,119.56671905517578
2013-01-05,119.56671905517578
2013-01-06,119.56671905517578
2013-01-07,119.04283905029297
2013-01-08,118.87641906738281
2013-01-09,118.53739929199219
2013-01-10,118.88253021240234
2013-01-11,119.85026550292969
2013-01-12,119.85026550292969
2013-01-13,119.85026550292969
2013-01-14,118.72232818603516
2013-01-15,118.6483154296875
2013-01-16,118.70378112792969
2013-01-17,119.35716247558594
2013-01-18,119.86258697509766
2013-01-19,119.86258697509766
2013-01-20,119.86258697509766
2013-01-21,119.86258697509766
2013-01-22,120.85491180419922
2013-01-23,126.18020629882812
2013-01-24,125.9953384399414
2013-01-25,126.33427429199219
2013-01-26,126.33427429199219
2013-01-27,126.33427429199219
2013-01-28,126.30963897705078
2013-01-29,125.67481231689453
2013-01-30,125.4405746459961
2013-01-31,125.16317749023438
2013-02-01,126.46372985839844
2013-02-02,126.46372985839844
2013-02-03,126.46372985839844
2013-02-04,125.60696411132812
2013-02-05,124.99066925048828
2013-02-06,124.42121887207031
2013-02-07,123.62899017333984
2013-02-08,124.8297119140625
2013-02-09,124.8297119140625
2013-02-10,124.8297119140625
2013-02-11,123.88892364501953
2013-02-12,123.81468200683594
2013-02-13,123.84559631347656
2013-02-14,123.57323455810547
2013-02-15,124.39643859863281
2013-02-16,124.39643859863281
2013-02-17,124.39643859863281
2013-02-18,124.39643859863281
2013-02-19,123.98789978027344
2013-02-20,123.36284637451172
2013-02-21,122.7562255859375
2013-02-22,124.46450805664062
2013-02-23,124.46450805664062
2013-02-24,124.46450805664062
2013-02-25,122.24867248535156
2013-02-26,123.2575912475586
2013-02-27,125.23204803466797
2013-02-28,124.30363464355469
2013-03-01,125.59101867675781
2013-03-02,125.59101867675781
2013-03-03,125.59101867675781
2013-03-04,127.0022201538086
2013-03-05,127.83161926269531
2013-03-06,128.97662353515625
2013-03-07,129.6204071044922
2013-03-08,130.21456909179688
2013-03-09,130.21456909179688
2013-03-10,130.21456909179688
2013-03-11,130.0288543701172
2013-03-12,130.31979370117188
2013-03-13,131.25439453125
2013-03-14,133.56930541992188
2013-03-15,133.02459716796875
2013-03-16,133.02459716796875
2013-03-17,133.02459716796875
2013-03-18,131.9662322998047
2013-03-19,132.10861206054688
2013-03-20,133.11126708984375
2013-03-21,131.3782196044922
2013-03-22,131.26678466796875
2013-03-23,131.26678466796875
2013-03-24,131.26678466796875
2013-03-25,130.43740844726562
2013-03-26,131.44009399414062
2013-03-27,130.5301971435547
2013-03-28,132.02188110351562
2013-03-29,132.02188110351562
2013-03-30,132.02188110351562
2013-03-31,132.02188110351562
2013-04-01,131.45249938964844
2013-04-02,132.67799377441406
2013-04-03,131.62583923339844
2013-04-04,130.79022216796875
2013-04-05,129.61416625976562
2013-04-06,129.61416625976562
2013-04-07,129.61416625976562
2013-04-08,129.5585174560547
2013-04-09,129.49661254882812
2013-04-10,131.21730041503906
2013-04-11,131.78672790527344
2013-04-12,130.83352661132812
2013-04-13,130.83352661132812
2013-04-14,130.83352661132812
2013-04-15,129.5213623046875
2013-04-16,131.21730041503906
2013-04-17,129.7751007080078
2013-04-18,128.21533203125
2013-04-19,117.60038757324219
2013-04-20,117.60038757324219
2013-04-21,117.60038757324219
2013-04-22,116.25728607177734
2013-04-23,118.59691619873047
2013-04-24,118.65879821777344
2013-04-25,120.04525756835938
2013-04-26,120.26806640625
2013-04-27,120.26806640625
2013-04-28,120.26806640625
2013-04-29,123.26375579833984
2013-04-30,125.36198425292969
2013-05-01,123.56082916259766
2013-05-02,125.26921844482422
2013-05-03,126.58131408691406
2013-05-04,126.58131408691406
2013-05-05,126.58131408691406
2013-05-06,125.51053619384766
2013-05-07,126.0367202758789
2013-05-08,127.36739349365234
2013-05-09,126.38489532470703
2013-05-10,127.1498031616211
2013-05-11,127.1498031616211
2013-05-12,127.1498031616211
2013-05-13,125.90608978271484
2013-05-14,126.36630249023438
2013-05-15,126.4346694946289
2013-05-16,127.28660583496094
2013-05-17,129.61851501464844
2013-05-18,129.61851501464844
2013-05-19,129.61851501464844
2013-05-20,129.09620666503906
2013-05-21,129.74913024902344
2013-05-22,128.71681213378906
2013-05-23,128.20066833496094
2013-05-24,127.92708587646484
2013-05-25,127.92708587646484
2013-05-26,127.92708587646484
2013-05-27,127.92708587646484
2013-05-28,129.2080841064453
2013-05-29,129.29518127441406
2013-05-30,130.19065856933594
2013-05-31,129.3572998046875
2013-06-01,129.3572998046875
2013-06-02,129.3572998046875
2013-06-03,129.93563842773438
2013-06-04,128.2193603515625
2013-06-05,126.07396697998047
2013-06-06,126.73320770263672
2013-06-07,128.31886291503906
2013-06-08,128.31886291503906
2013-06-09,128.31886291503906
2013-06-10,127.49181365966797
2013-06-11,126.84507751464844
2013-06-12,125.11634826660156
2013-06-13,126.71446990966797
2013-06-14,125.7381820678711
2013-06-15,125.7381820678711
2013-06-16,125.7381820678711
2013-06-17,126.26055145263672
2013-06-18,127.39856719970703
2013-06-19,125.5765151977539
2013-06-20,122.72222900390625
2013-06-21,121.54689025878906
2013-06-22,121.54689025878906
2013-06-23,121.54689025878906
2013-06-24,120.35295867919922
